#CHR	POS	Count_A	Count_C	Count_G	Count_T	Good_depth
1	25079777	0	0	166	0	166
1	25208127	0	0	171	0	171
1	25236966	0	0	160	0	160
1	25262725	0	0	0	107	107
1	25299495	0	0	212	0	212
1	25323110	0	118	0	0	118
1	25402276	0	0	143	0	143
1	25551871	0	0	141	0	141
1	25660902	129	0	0	0	129
1	25723031	0	0	204	0	204
1	26025684	0	0	132	0	132
1	26060601	0	108	0	0	108
1	26146961	0	0	0	128	128
1	26194022	153	10	0	1	164
1	26637444	197	0	0	0	197
1	26850580	0	190	0	0	190
1	26889980	0	0	112	0	112
1	26964493	0	0	168	0	168
1	27292318	129	0	0	0	129
1	27353954	0	174	0	0	174
1	27511058	0	148	0	0	148
1	27526343	0	194	0	0	194
1	27716602	0	0	0	99	99
1	27874447	0	0	160	0	160
1	28133414	0	0	141	0	141
1	28329393	0	0	131	0	131
1	28576932	116	0	0	0	116
1	28688133	0	164	0	0	164
1	28738682	0	0	0	187	187
1	28804414	0	0	138	0	138
1	28851564	0	0	188	0	188
1	28937485	132	0	0	0	132
1	28962223	0	191	0	0	191
1	29035150	0	0	234	0	234
1	29067531	0	142	0	0	142
1	29082475	0	0	164	0	164
1	29174938	0	0	143	0	143
1	29602305	0	148	0	0	148
1	29639525	0	0	158	0	158
1	29701110	0	0	0	194	194
1	29797138	0	205	0	0	205
1	30005683	0	0	152	0	152
1	30064725	0	157	0	0	157
1	30140502	144	0	0	0	144
1	30369799	194	0	0	0	194
1	30403906	0	120	0	0	120
1	30447473	0	193	0	0	193
1	30460769	0	183	0	0	183
1	30493429	0	0	96	0	96
1	30495802	183	0	0	0	183
1	30823473	0	0	153	0	153
1	31292614	0	0	85	0	85
1	31546022	0	156	0	0	156
1	32063372	0	0	169	0	169
1	32218601	0	185	0	0	185
1	32254517	0	123	0	0	123
1	32270174	255	0	0	0	255
1	32350515	0	0	191	0	191
1	32415000	103	0	0	0	103
1	32418590	0	130	0	0	130
1	32760362	0	138	0	0	138
1	32789824	0	0	222	0	222
1	32908196	0	111	0	0	111
1	32936066	0	0	157	0	157
1	33001980	0	161	0	0	161
1	33003606	0	0	123	0	123
1	33744661	0	194	0	0	194
1	34345347	184	1	0	0	185
1	34626213	0	211	0	0	211
1	35090760	0	0	0	184	184
1	35461737	0	0	143	0	143
1	35560784	0	218	0	0	218
1	36991464	0	0	205	0	205
1	36991465	201	0	0	0	201
1	37264219	0	0	161	0	161
1	37286977	0	0	254	0	254
1	37359531	0	146	0	0	146
1	38370559	0	0	0	206	206
1	38601018	132	0	0	0	132
1	38966893	0	228	0	1	229
1	39193628	0	0	138	0	138
1	39380751	0	0	132	0	132
1	40527757	0	165	0	0	165
1	40720544	0	150	0	0	150
1	40930318	0	0	179	0	179
1	40951238	0	219	0	0	219
1	41140412	0	194	0	0	194
1	41291005	0	174	0	0	174
1	41325715	0	0	123	0	123
1	41425756	169	0	0	0	169
1	41662195	0	0	187	0	187
1	42061713	0	0	152	0	152
1	42170881	114	0	0	0	114
1	42225443	1	0	191	0	192
1	42304686	0	171	0	0	171
1	42360463	0	0	0	114	114
1	42384960	0	159	0	0	159
1	42397079	0	209	0	0	209
1	42483286	0	226	0	0	226
1	42499238	0	137	0	0	137
1	43264525	0	0	170	0	170
1	43716443	140	0	0	0	140
1	44334200	0	151	0	0	151
1	44388753	0	139	0	0	139
1	44896670	0	0	144	0	144
1	45489623	0	123	0	0	123
1	45576429	0	0	204	0	204
1	45690739	0	148	0	0	148
1	46353907	0	0	0	70	70
1	46594482	0	171	0	0	171
1	47306409	0	0	0	131	131
1	47741655	0	0	164	0	164
1	47766125	0	161	0	0	161
1	48533459	0	212	0	0	212
1	49037221	108	0	0	0	108
1	49259450	222	0	0	0	222
1	49617718	0	136	0	0	136
1	49750583	0	117	0	0	117
1	49818971	0	158	0	0	158
1	49855904	0	0	106	0	106
1	49879838	0	0	0	169	169
1	49924794	0	0	204	0	204
1	49949804	167	0	0	0	167
1	50321812	0	0	0	132	132
1	50352915	0	0	0	144	144
1	50393398	0	0	178	0	178
1	50571811	0	0	0	152	152
1	50973220	0	0	133	0	133
1	52372533	0	0	0	182	182
1	53745731	0	0	0	192	192
1	53985297	0	143	0	0	143
1	54751858	0	118	1	0	119
1	54974872	0	0	120	0	120
1	55092387	0	0	184	0	184
1	55668336	146	0	0	0	146
1	56215063	0	0	214	0	214
1	56380389	0	0	58	0	58
1	57013299	0	131	0	0	131
1	57132614	0	0	136	0	136
1	57539946	0	0	197	0	197
1	57707697	0	0	155	0	155
1	57843635	0	134	0	0	134
1	57861853	0	219	0	0	219
1	58251331	125	0	0	0	125
1	59008315	0	0	160	0	160
1	59865335	200	0	0	0	200
1	60092990	0	0	123	0	123
1	60287666	0	104	0	0	104
1	60895256	1	0	0	97	98
1	62003729	0	195	0	0	195
1	62375914	0	153	0	0	153
1	62877682	0	241	0	0	241
1	63144186	0	0	172	0	172
1	63643869	0	198	0	0	198
1	64399907	152	0	0	0	152
1	64837650	0	0	166	0	166
1	65243154	0	0	0	120	120
1	66088855	0	0	197	0	197
1	66264616	0	0	0	148	148
1	66338263	146	0	0	0	146
1	66714059	0	214	0	0	214
1	67660078	0	223	0	0	223
1	67903459	0	214	0	1	215
1	67940085	0	0	0	199	199
1	68136021	0	0	0	179	179
1	68204368	177	0	0	0	177
1	68347360	0	204	0	0	204
1	68676992	0	104	0	0	104
1	68946068	0	0	168	0	168
1	69126876	193	0	0	0	193
1	69228267	0	0	124	1	125
1	69405464	152	0	0	0	152
1	69532266	0	0	0	116	116
1	70132690	0	172	0	0	172
1	70489416	0	125	0	0	125
1	70561340	0	188	0	3	191
1	70599581	0	0	0	109	109
1	70771843	0	0	106	0	106
1	70850008	0	0	102	0	102
1	71348262	0	0	175	0	175
1	71474421	0	0	0	153	153
1	72072624	0	0	188	0	188
1	72258525	0	175	0	0	175
1	72334607	0	143	0	0	143
1	72454174	0	0	0	128	128
1	72522643	0	0	227	0	227
1	72643612	1	136	0	0	137
1	72818529	0	138	0	0	138
1	72995251	0	181	0	0	181
1	73348534	0	0	145	0	145
1	73439848	0	219	0	0	219
1	73939218	0	0	0	167	167
1	74797088	0	0	205	0	205
1	75575036	0	0	191	0	191
1	75666345	0	0	199	0	199
1	76421880	0	0	0	176	176
1	76511959	0	0	175	0	175
1	76968939	0	0	129	0	129
1	77064747	0	52	0	0	52
1	77352330	0	0	155	0	155
1	77710785	0	208	0	0	208
1	78108139	0	0	174	0	174
1	78956371	0	0	124	0	124
1	79449076	0	174	0	0	174
1	79487739	0	0	0	176	176
1	79782907	0	0	0	193	193
1	80479847	0	180	0	0	180
1	80662805	0	0	0	153	153
1	81435530	132	0	0	0	132
1	81438820	0	157	0	0	157
1	81439134	0	171	0	0	171
1	81549569	0	94	0	0	94
1	81733366	0	0	0	154	154
1	82323432	162	0	0	0	162
1	82392388	0	0	238	0	238
1	82662045	0	0	0	162	162
1	83072210	0	188	0	0	188
1	83441184	0	0	0	146	146
1	83635241	150	0	0	0	150
1	83869143	0	153	0	0	153
1	83952757	191	0	0	0	191
1	84557218	0	0	171	0	171
1	84707627	0	95	0	0	95
1	85451261	0	0	148	0	148
1	85509366	0	103	0	0	103
1	85625692	0	0	0	43	43
1	85700101	0	0	0	134	134
1	85924007	0	0	197	0	197
1	86070460	0	175	0	0	175
1	86070731	0	189	0	0	189
1	86223145	0	0	0	147	147
1	86496421	0	0	183	0	183
1	86863118	0	154	0	0	154
1	86962190	0	0	0	170	170
1	87278635	0	0	134	0	134
1	87444301	134	0	0	0	134
1	87693619	0	137	0	0	137
1	88330824	0	0	177	0	177
1	88431049	173	0	0	0	173
1	89268847	0	0	256	0	256
1	89312145	0	144	0	0	144
1	89432292	1	210	0	0	211
1	89627415	0	0	218	0	218
1	89651250	0	66	0	0	66
1	89819471	0	0	163	0	163
1	89865946	0	0	203	0	203
1	90231805	0	1	234	0	235
1	91754089	1	0	175	0	176
1	92351343	0	176	0	1	177
1	93183747	0	0	164	0	164
1	94078102	159	0	0	0	159
1	94114504	0	0	256	0	256
1	94384649	179	0	0	0	179
1	94387670	0	152	0	0	152
1	94791279	0	155	0	0	155
1	96860561	120	0	0	0	120
1	96892284	0	0	0	187	187
1	97085761	0	0	144	0	144
1	97359241	0	0	175	0	175
1	97651287	0	177	0	0	177
1	98473355	0	0	165	0	165
1	98658739	0	0	151	0	151
1	98824506	0	142	0	0	142
1	98909460	0	230	0	0	230
1	98989089	0	0	159	0	159
1	99061669	0	0	154	0	154
1	99181465	0	0	153	0	153
1	99332001	0	0	164	0	164
1	99514784	0	170	0	0	170
1	99679829	0	114	0	0	114
1	99988830	0	0	205	0	205
1	100191602	0	0	181	0	181
1	100535693	0	0	129	0	129
1	100716563	0	0	146	0	146
1	100764773	0	0	0	99	99
1	100866151	0	118	0	0	118
1	100888655	0	0	181	0	181
1	100954692	0	0	212	0	212
1	101057080	0	185	0	0	185
1	101066415	170	0	0	0	170
1	101418544	0	172	0	0	172
1	101721740	0	0	0	184	184
1	101816512	156	0	0	0	156
1	102033445	0	0	173	0	173
1	102208391	0	179	0	0	179
1	102271515	0	0	0	141	141
1	102559594	0	0	134	0	134
1	102561182	0	0	177	0	177
1	102563456	0	0	207	0	207
1	102692945	170	1	0	0	171
1	102763560	0	0	0	177	177
1	102877611	0	117	0	0	117
1	103089754	0	165	0	0	165
1	103125534	0	0	160	0	160
1	103230524	0	154	0	0	154
1	103251263	212	0	0	0	212
1	103253802	0	0	151	0	151
1	103454530	0	0	0	147	147
1	103560191	0	0	142	0	142
1	103619848	0	0	0	201	201
1	103944078	0	0	0	100	100
1	103947988	1	0	118	0	119
1	104116877	0	0	0	131	131
1	104330409	0	170	0	0	170
1	104458562	0	154	0	0	154
1	104611585	0	204	0	0	204
1	104635762	0	191	0	0	191
1	104771050	0	227	0	0	227
1	105173808	0	0	134	0	134
1	106517738	0	164	0	0	164
1	107153239	0	0	0	195	195
1	107277006	241	0	0	0	241
1	107583924	195	0	0	0	195
1	107770455	0	198	0	0	198
1	107982574	0	0	181	0	181
1	108135805	0	0	151	0	151
1	108219285	0	148	0	0	148
1	108314820	0	153	0	0	153
1	108329251	0	0	182	0	182
1	108331574	0	0	129	0	129
1	108383388	0	123	0	0	123
1	108418862	0	0	0	196	196
1	108657230	0	0	0	124	124
1	108684890	0	99	0	0	99
1	108770695	0	198	0	0	198
1	108999107	0	0	101	0	101
1	109106528	0	0	0	110	110
1	109126151	127	0	0	0	127
1	109224343	113	0	0	0	113
1	109272935	0	111	0	0	111
1	109539499	0	0	0	185	185
1	109544425	0	0	195	0	195
1	109571775	0	0	91	0	91
1	109693719	0	0	179	0	179
1	109693742	0	161	0	0	161
1	109704854	0	0	245	0	245
1	109852433	0	0	0	192	192
1	109855741	0	184	0	0	184
1	109934117	0	0	0	133	133
1	110044693	0	0	197	0	197
1	110081350	169	0	0	0	169
1	110120154	0	0	0	132	132
1	110718870	0	166	0	0	166
1	111291003	0	186	0	0	186
1	111322488	0	0	173	0	173
1	111390202	146	0	0	0	146
1	112251363	155	0	0	0	155
1	112737347	0	122	0	0	122
1	112739012	0	0	0	99	99
1	112886174	187	0	0	0	187
1	112903034	0	0	110	0	110
1	112929026	0	0	170	1	171
1	113095675	0	0	154	0	154
1	113122249	146	0	0	0	146
1	113126853	0	189	0	0	189
1	113226135	0	136	0	0	136
1	113401621	182	0	0	0	182
1	113841572	0	0	0	153	153
1	114012055	0	0	159	0	159
1	114199369	0	0	0	216	216
1	114631376	0	0	0	138	138
1	114781985	0	161	0	0	161
1	114862677	0	0	161	0	161
1	115032794	89	0	0	0	89
1	115085814	0	87	0	0	87
1	115127590	0	0	132	0	132
1	115188264	0	0	155	0	155
1	115323072	0	203	0	0	203
1	115345062	0	0	152	0	152
1	115360868	0	0	182	0	182
1	115696751	0	0	165	0	165
1	115745178	0	147	0	0	147
1	115772762	0	0	126	0	126
1	115782893	0	162	0	0	162
1	115835797	0	0	127	0	127
1	115997046	0	139	0	0	139
1	116095436	0	162	0	0	162
1	116321790	0	0	0	184	184
1	116410931	0	153	0	0	153
1	116561459	176	0	0	0	176
1	116561503	0	0	153	0	153
1	116593317	0	0	91	0	91
1	116689545	228	0	0	0	228
1	116998055	0	0	178	0	178
1	117134584	0	155	0	0	155
1	117143543	0	162	0	0	162
1	117178848	0	0	174	0	174
1	117230639	0	182	0	0	182
1	117278519	0	169	0	0	169
1	117308592	0	217	0	0	217
1	117552689	0	0	171	0	171
1	117835728	0	0	0	71	71
1	118077097	0	214	0	0	214
1	118287675	0	0	161	0	161
1	118444988	0	0	0	118	118
1	118735531	141	0	0	0	141
1	119879038	0	0	237	0	237
1	119903199	0	0	250	0	250
1	120201604	191	0	0	0	191
1	120690392	0	0	120	0	120
1	120859535	188	0	2	0	190
1	121511588	0	206	0	1	207
1	122264999	0	142	0	0	142
1	122432789	0	0	151	0	151
1	122671575	0	181	0	0	181
1	122739346	0	139	0	0	139
1	122811477	0	238	0	0	238
1	123925709	0	2	125	0	127
1	124366150	0	0	0	135	135
1	124574520	0	126	0	0	126
1	125036901	0	136	0	0	136
1	125187552	0	0	0	119	119
1	125530847	0	148	0	0	148
1	125587872	0	0	274	0	274
1	125631667	0	0	144	0	144
1	125684783	0	112	0	0	112
1	125812598	0	146	0	0	146
1	126297062	0	124	0	0	124
1	126302749	0	0	0	253	253
1	126575849	0	147	0	0	147
1	126968547	0	165	0	0	165
1	127084728	0	0	0	195	195
1	127126493	0	139	0	0	139
1	127364133	0	160	0	0	160
1	127917305	0	0	0	145	145
1	128238441	0	177	0	0	177
1	128647209	0	117	0	0	117
1	128744423	192	0	0	0	192
1	128827860	0	224	0	0	224
1	129064300	1	0	0	135	136
1	129180220	0	215	0	0	215
1	129404189	0	0	0	173	173
1	129915735	0	212	0	1	213
1	130727365	0	153	0	0	153
1	130781362	219	0	0	0	219
1	130840132	188	0	0	0	188
1	130906674	0	206	0	0	206
1	132262008	0	139	0	2	141
1	132453467	0	201	0	0	201
1	132572653	0	0	0	225	225
1	132800729	0	0	211	0	211
1	133269101	0	0	1	125	126
1	134180487	0	0	257	0	257
1	135237697	0	233	0	0	233
1	135249742	0	1	0	214	215
1	135409553	1	0	206	0	207
1	135990856	0	170	0	0	170
1	136304050	0	157	0	0	157
1	136312481	0	190	0	0	190
1	136405528	0	155	2	0	157
1	136536915	0	0	0	162	162
1	137051495	0	215	0	0	215
1	137129830	0	0	151	0	151
1	137955811	0	0	167	0	167
1	138059284	0	225	0	0	225
1	138105477	193	0	0	0	193
1	138153965	0	189	0	0	189
1	138505950	0	0	0	153	153
1	138633810	0	134	0	0	134
1	138969600	0	0	0	87	87
1	138981827	133	0	0	0	133
1	139093580	0	0	157	0	157
1	139881104	0	135	0	1	136
1	139951657	0	219	0	0	219
1	140354273	0	0	0	179	179
1	140979391	1	0	130	0	131
1	141007391	185	0	0	0	185
1	141149153	153	0	0	0	153
1	141167914	0	204	0	0	204
1	141467925	0	0	179	0	179
1	141615184	0	138	0	0	138
1	141615190	0	154	0	0	154
1	141777469	0	0	176	0	176
1	141952778	0	0	175	0	175
1	142367114	0	0	103	0	103
1	143617648	0	160	0	0	160
1	143710427	0	222	0	0	222
1	144319225	0	0	202	0	202
1	144497277	0	0	0	174	174
1	145498689	217	0	0	0	217
1	145605565	0	97	0	0	97
1	146114125	0	0	0	118	118
1	146256812	0	141	0	0	141
1	146367561	0	0	140	0	140
1	146917630	0	163	0	0	163
1	146919206	0	0	165	0	165
1	147033312	0	132	0	0	132
1	147186838	0	135	0	0	135
1	147342302	0	0	168	1	169
1	147399670	0	218	0	0	218
1	147538917	0	0	133	0	133
1	147577324	0	0	119	0	119
1	147787490	0	0	228	0	228
1	147805579	0	0	0	191	191
1	147950791	0	116	0	0	116
1	148419858	105	0	0	0	105
1	148464357	0	0	0	109	109
1	148759229	0	113	0	0	113
1	149079038	0	142	0	0	142
1	149246833	0	191	0	0	191
1	149289693	0	0	157	0	157
1	149308291	0	0	130	0	130
1	150596367	0	188	0	0	188
1	150973374	0	0	0	128	128
1	151965513	0	159	0	0	159
1	153112815	0	0	177	0	177
1	153556124	0	146	0	0	146
1	153833914	0	0	195	0	195
1	154004256	0	0	128	0	128
1	154080777	0	225	0	0	225
1	154301165	1	0	212	0	213
1	154786523	0	0	0	138	138
1	154945256	0	0	0	226	226
1	154984129	133	0	0	0	133
1	155007608	0	0	179	0	179
1	155213676	0	169	0	0	169
1	155669439	0	0	153	0	153
1	156818509	0	0	0	202	202
1	156873292	0	149	0	0	149
1	157493982	0	0	142	0	142
1	157567386	0	0	215	0	215
1	157861744	141	0	0	0	141
1	158063393	0	0	0	215	215
1	158097297	0	111	0	0	111
1	158288474	11	0	0	174	185
1	158475311	109	0	0	0	109
1	158952938	0	0	173	0	173
1	159360352	0	171	0	0	171
1	159753110	0	0	73	0	73
1	160097858	159	0	0	0	159
1	161057186	0	0	155	0	155
1	161696046	0	222	0	0	222
1	162149765	113	0	0	0	113
1	162241854	0	0	176	0	176
1	162258782	0	192	0	0	192
1	162377285	0	198	0	0	198
1	162576497	0	185	0	0	185
1	163054074	0	0	218	0	218
1	163178598	0	0	119	0	119
1	163265596	194	0	2	0	196
1	163481632	0	195	0	0	195
1	164419573	0	0	0	154	154
1	164775178	147	0	0	0	147
1	165356546	0	0	227	0	227
1	165677657	0	205	0	0	205
1	165859924	0	156	0	1	157
1	166008895	0	0	100	0	100
1	166306393	0	0	141	0	141
1	166718640	0	0	142	0	142
1	167490872	0	155	0	0	155
1	167674723	0	0	133	0	133
1	167715715	0	0	219	0	219
1	167747130	0	0	180	0	180
1	168172710	0	0	172	0	172
1	168594722	0	0	0	208	208
1	168594723	0	0	209	0	209
1	169135327	0	0	152	1	153
1	169387970	0	0	135	0	135
1	169559661	0	172	0	0	172
1	169768547	0	209	0	0	209
1	169838854	0	0	142	0	142
1	170065545	0	0	194	0	194
1	171143230	0	0	123	0	123
1	171511917	0	0	147	0	147
1	172035889	183	0	0	0	183
1	172799937	0	219	0	0	219
1	172889047	1	0	143	0	144
1	172900632	0	181	0	0	181
1	173018087	0	0	182	0	182
1	173486634	0	0	0	141	141
1	174016971	0	0	70	0	70
1	174414923	0	0	175	0	175
1	174792386	0	0	208	0	208
1	175006059	0	0	231	0	231
1	175384198	152	0	0	0	152
1	175384906	0	0	0	126	126
1	176400516	0	135	0	0	135
1	177025069	0	0	208	0	208
1	177618353	0	194	0	0	194
1	179072521	0	284	0	0	284
1	179118324	0	218	0	0	218
1	179130284	0	174	0	0	174
1	180141575	0	130	0	0	130
1	180357240	0	138	0	0	138
1	181178137	0	0	169	0	169
1	181379967	0	0	138	0	138
1	181423513	0	0	221	0	221
1	182776536	0	225	0	0	225
1	182951652	0	0	147	0	147
1	183418434	0	81	0	0	81
1	183707800	0	232	0	0	232
1	183768586	149	0	0	0	149
1	184211040	0	0	178	0	178
1	184619690	174	0	0	0	174
1	184780277	0	149	0	0	149
1	185036833	201	0	0	0	201
1	185185547	0	0	0	139	139
1	185424526	0	0	0	186	186
1	185809943	0	0	196	0	196
1	185811528	180	0	0	0	180
1	185968049	0	0	182	0	182
1	186260376	0	0	127	0	127
1	186643550	0	0	0	191	191
1	186796688	0	166	0	0	166
1	186880277	0	0	0	234	234
1	186954277	0	0	131	0	131
1	187533517	0	189	0	0	189
1	187626133	0	0	181	0	181
1	187774340	0	203	0	0	203
1	187998033	0	0	0	206	206
1	188540803	285	0	0	0	285
1	189200114	0	0	232	0	232
1	189303619	209	0	0	0	209
1	189382394	0	0	149	0	149
1	190091524	0	203	0	0	203
1	190362417	0	144	1	0	145
1	190426985	0	206	0	0	206
1	190491228	253	1	0	0	254
1	191831429	0	0	261	0	261
1	192239149	0	0	0	213	213
1	192316840	0	154	0	0	154
1	192634115	132	0	0	0	132
1	192987838	0	200	0	0	200
1	193121742	0	0	119	0	119
1	193121743	0	116	0	0	116
1	193440431	211	0	0	0	211
1	194096768	0	156	0	0	156
1	194171330	0	149	0	0	149
1	194273551	0	0	105	0	105
10	3198856	0	0	177	0	177
10	3335217	178	0	0	0	178
10	3348457	0	113	0	0	113
10	3416000	0	142	0	0	142
10	3454551	163	0	0	0	163
10	3567830	167	0	0	0	167
10	3620898	0	0	81	0	81
10	3712457	0	0	0	125	125
10	3996992	0	166	0	0	166
10	4456403	0	118	0	0	118
10	4496668	0	0	185	0	185
10	4910064	121	0	0	0	121
10	5051175	0	189	0	0	189
10	5261931	0	204	0	0	204
10	6274389	47	0	0	0	47
10	6770196	0	196	0	0	196
10	7312734	0	149	0	0	149
10	7667842	204	0	0	0	204
10	7912790	219	0	0	0	219
10	8042772	0	184	0	1	185
10	8513114	152	0	0	0	152
10	8696729	34	0	0	0	34
10	9981932	0	0	98	0	98
10	10857569	0	120	0	0	120
10	11761397	90	0	2	0	92
10	11872901	0	104	0	0	104
10	11892481	0	156	0	0	156
10	12663482	0	149	0	0	149
10	13317114	0	0	219	0	219
10	13373672	0	0	0	121	121
10	13687974	0	0	159	0	159
10	13957072	0	0	209	0	209
10	14761088	0	0	0	212	212
10	14882547	0	156	0	0	156
10	15252027	0	150	0	0	150
10	15606723	0	0	116	0	116
10	15782503	0	140	0	0	140
10	15820215	0	0	181	0	181
10	15971189	0	0	154	0	154
10	16036455	0	0	157	1	158
10	16589023	0	0	0	170	170
10	16640270	0	0	156	0	156
10	18249616	0	155	0	0	155
10	18965079	0	0	164	0	164
10	19176982	0	194	0	0	194
10	19234980	0	185	0	0	185
10	19264083	0	178	0	1	179
10	19352379	0	0	0	204	204
10	20208839	0	166	0	0	166
10	20437375	0	1	0	138	139
10	20747828	0	0	190	0	190
10	21020173	180	0	0	0	180
10	21083435	121	0	0	0	121
10	22274142	0	0	0	157	157
10	22399581	128	0	0	0	128
10	22617066	0	0	0	188	188
10	23371661	0	0	128	0	128
10	23755916	0	0	205	0	205
10	23968312	123	0	0	0	123
10	24084411	0	0	208	0	208
10	24160181	0	0	190	0	190
10	24763329	0	190	0	0	190
10	24813263	0	200	0	0	200
10	24815128	0	0	192	0	192
10	24992540	177	0	0	0	177
10	25536515	0	201	0	0	201
10	25958934	0	170	0	0	170
10	26114373	0	0	151	0	151
10	26118045	0	0	167	0	167
10	26691002	0	0	103	0	103
10	27460171	0	182	0	0	182
10	27560708	0	0	148	0	148
10	27619266	0	0	0	182	182
10	28049505	0	0	187	0	187
10	28336654	0	0	135	0	135
10	28362490	0	0	199	0	199
10	28424550	0	0	164	0	164
10	29063888	0	0	112	0	112
10	29135635	0	0	236	0	236
10	29475284	193	0	0	0	193
10	29750853	144	0	0	0	144
10	29938744	0	0	190	0	190
10	30387378	0	0	191	0	191
10	30424812	0	0	192	0	192
10	30700254	0	116	0	1	117
10	30871108	0	0	200	0	200
10	30918844	0	159	0	0	159
10	31260863	0	149	0	0	149
10	31353550	0	0	102	0	102
10	31867605	0	142	0	0	142
10	32021483	0	142	0	0	142
10	32070635	126	0	0	0	126
10	32303726	0	0	107	0	107
10	32402193	0	0	0	173	173
10	32679294	0	0	0	112	112
10	33207667	0	1	162	0	163
10	33474583	0	162	0	0	162
10	33548455	0	119	0	0	119
10	33612775	0	173	0	0	173
10	33747868	0	0	195	0	195
10	34383125	0	0	156	0	156
10	34674608	0	144	0	0	144
10	34908347	0	0	145	0	145
10	34920195	0	174	0	1	175
10	34977854	145	0	0	0	145
10	35113528	0	0	179	0	179
10	35130617	0	0	179	0	179
10	35346714	0	176	0	0	176
10	35559022	1	0	114	0	115
10	35700171	0	0	0	163	163
10	35729463	0	186	0	0	186
10	36189256	0	150	0	0	150
10	37408633	3	0	110	0	113
10	38017056	0	127	0	0	127
10	38664011	151	0	0	0	151
10	38887501	0	176	0	3	179
10	38982210	0	0	1	153	154
10	39311145	219	0	0	0	219
10	39484519	0	164	0	0	164
10	39692757	0	168	0	0	168
10	40052592	0	191	0	0	191
10	40170668	0	0	161	0	161
10	40285510	0	202	0	7	209
10	40483666	0	160	0	0	160
10	40905479	0	0	0	118	118
10	41142523	0	209	0	0	209
10	41151607	0	0	170	0	170
10	41296941	0	0	0	150	150
10	41471276	1	0	204	0	205
10	41642805	0	0	149	0	149
10	43122874	0	208	0	0	208
10	43198112	0	185	0	0	185
10	43527035	254	0	0	0	254
10	43570990	100	0	0	3	103
10	44534110	0	0	190	0	190
10	44996304	0	0	170	0	170
10	45058792	0	0	184	0	184
10	45115085	0	0	188	0	188
10	45410694	0	177	0	0	177
10	45888777	0	208	0	0	208
10	45906159	0	0	138	0	138
10	46014181	0	0	0	214	214
10	46027482	0	190	0	0	190
10	46028046	0	0	136	0	136
10	46080776	0	0	188	0	188
10	46163535	0	167	0	0	167
10	46179677	0	229	0	0	229
10	46529983	0	0	150	0	150
10	46558704	190	0	0	0	190
10	46699568	0	0	176	0	176
10	46925397	0	108	0	0	108
10	46948096	0	0	0	165	165
10	47102140	153	0	0	0	153
10	47219757	0	0	0	99	99
10	47507163	0	0	90	0	90
10	47642894	0	0	127	0	127
10	48026260	85	0	0	0	85
10	48075786	0	0	152	0	152
10	48252153	0	0	0	116	116
10	48359118	0	0	130	0	130
10	48654581	0	0	135	0	135
10	48768619	0	0	133	0	133
10	48819840	0	0	0	158	158
10	48941710	188	0	1	0	189
10	49086850	0	0	0	140	140
10	49136056	0	0	126	0	126
10	49234677	1	0	177	0	178
